_timeStamp,_carCoordinates_x,_carCoordinates_y,_carCoordinates_z,_speed,_acc_frontal,_acc_horizontal,_gas,_suspensionDiff_FL,_suspensionDiff_FR,_suspensionDiff_BL,_suspensionDiff_BR,isTactileMotionOngoing,_leftMotor,_rightMotor,Cue0,Cue1,Cue2,Cue3,Cue4,Cue5,Cue6,Cue7,Cue8,Cue9,Cue10,Cue11,Cue12,Cue13,Cue14,Cue15,Shake0,Shake1,Shake2,Shake3,Shake4,Shake5,Shake6,Shake7,Shake8,Shake9,Shake10,Shake11,Shake12,Shake13,Shake14,Shake15,Sum0,Sum1,Sum2,Sum3,Sum4,Sum5,Sum6,Sum7,Sum8,Sum9,Sum10,Sum11,Sum12,Sum13,Sum14,Sum15
796,169.2044,190.4171,215.6628,0.001334319,0,0,0,-0.003521448,-0.004049004,0.002512115,0.002078298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.02,169.2044,190.4171,215.6628,0.001740295,0,0,0,-0.003492275,-0.003954239,0.002495262,0.002073281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.04,169.2044,190.4171,215.6628,0.001740295,0,0,0,-0.003492275,-0.003954239,0.002495262,0.002073281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.06,169.2044,190.4171,215.6628,0.001466087,0,0,0,-0.003658631,-0.004003313,0.002507173,0.002095463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.08,169.2044,190.4171,215.6628,0.001401027,0,0,0,-0.003642782,-0.003899744,0.002576273,0.002193837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.1,169.2044,190.4171,215.6628,0.001473628,0,0,0,-0.003592396,-0.003901165,0.002561378,0.002450633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.12,169.2044,190.4171,215.6628,0.001130207,0,0,0,-0.003757414,-0.003732957,0.002376573,0.002621039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.14,169.2044,190.4171,215.6628,0.001130207,0,0,0,-0.003757414,-0.003732957,0.002376573,0.002621039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.16,169.2044,190.4171,215.6628,0.001204964,0,0,0,-0.003773228,-0.003733492,0.002356058,0.002635888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.18,169.2044,190.4171,215.6628,0.001709431,0,0,0,-0.003745158,-0.003667097,0.002427873,0.00250633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.2,169.2044,190.4171,215.6628,0.001569732,0,0,0.0627451,-0.0038463,-0.003519903,0.002398528,0.002483216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.22,169.2044,190.4171,215.6628,0.001330309,0,0,0.3294118,-0.003873518,-0.003459684,0.002344319,0.002500715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.24,169.2044,190.4171,215.6628,0.001456847,0,0,1,-0.003660009,-0.0033275,0.002094748,0.002148038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.26,169.2043,190.417,215.6628,0.004923075,0.03226427,0.0133325,1,-0.003490065,-0.00318083,0.002389508,0.002260293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.28,169.2035,190.4167,215.6628,0.05430656,0.3348734,-4.232395E-05,1,-0.007699572,-0.007453845,0.007844397,0.007517494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
796.3,169.2025,190.4165,215.6628,0.09483761,0.3217049,-0.05109127,1,-0.01234203,-0.01212692,0.01222341,0.01214883,1,0,0,0,0,0,0,0,0,0,12,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
796.32,169.2004,190.4163,215.6629,0.1518582,0.3929135,-0.0111392,1,-0.02019115,-0.01997384,0.01933784,0.01881578,1,0,0,0,0,0,0,0,0,0,7,20,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,12,25,12,0,0,0,0,0,40,
796.34,169.1934,190.4158,215.663,0.2772603,0.4358208,0.03168461,1,-0.04120682,-0.04124124,0.03840029,0.03836204,1,0,0,0,0,0,0,0,0,0,14,29,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,7,20,17,5,0,0,0,40,40,
796.36,169.1895,190.4156,215.6631,0.3371283,0.5247351,0.01408201,1,-0.05303725,-0.05293389,0.04871431,0.04882307,1,0,1,0,0,0,0,0,0,3,19,30,13,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,9,9,9,0,0,0,0,40,40,40,0,0,0,0,14,29,16,1,0,0,0,40,40,
796.38,169.1795,190.4153,215.6633,0.4505694,0.4974324,-0.04301326,1,-0.07589786,-0.07575406,0.06766088,0.06829531,1,0,1,0,0,0,0,0,0,1,21,38,18,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,12,12,12,0,0,0,0,40,40,40,0,0,9,12,28,30,22,9,9,0,0,40,40,
796.4,169.1685,190.415,215.6635,0.5551157,0.5186006,0.02738739,1,-0.0806472,-0.08101308,0.07192761,0.07169796,1,0,0,0,0,0,0,0,0,0,14,34,23,4,0,0,0,0,0,0,0,0,0,0,17,17,17,0,16,16,16,0,0,0,0,40,40,40,40,0,12,13,33,38,30,12,12,0,40,40,40,
796.42,169.1446,190.4146,215.6639,0.7309056,0.4736215,-0.03117507,1,-0.0786075,-0.07854002,0.0684947,0.06905713,1,0,0,0,0,0,0,0,0,2,22,37,17,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,17,17,17,0,0,0,0,40,40,40,40,0,17,17,31,34,39,20,16,0,40,40,40,
796.44,169.1446,190.4146,215.6639,0.7309056,0.4736215,-0.03117507,1,-0.0786075,-0.07854002,0.0684947,0.06905713,1,0,0,0,0,0,0,0,0,0,15,33,21,3,0,0,0,0,0,0,0,0,0,0,17,17,17,0,17,17,17,0,0,0,0,40,40,40,40,0,17,17,31,34,39,20,16,0,40,40,40,
796.46,169.1276,190.4145,215.6642,0.8354569,0.4565253,0.004560458,1,-0.07265244,-0.07252049,0.0619089,0.06177708,1,0,8,0,0,0,0,0,0,0,15,33,21,3,0,0,0,0,0,0,0,0,0,0,17,17,17,0,17,17,17,0,0,0,0,0,0,40,40,40,17,17,32,33,38,20,17,40,40,40,0,
796.48,169.1085,190.4145,215.6646,0.9382291,0.4796327,-0.02187725,1,-0.06449095,-0.06430887,0.05295588,0.05289204,1,0,8,0,0,0,0,0,0,0,18,34,17,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,15,15,15,0,0,0,0,0,0,40,40,40,17,17,32,33,38,20,17,40,40,40,0,
796.5,169.0873,190.4145,215.665,1.044274,0.5270919,-0.03830165,1,-0.05269907,-0.05291359,0.03983229,0.03987172,1,0,5,0,0,0,0,0,0,0,16,34,20,2,0,0,0,0,0,0,0,0,0,0,13,13,13,0,13,13,13,0,0,0,0,0,0,0,40,40,55,15,33,34,32,15,55,40,40,0,0,
796.52,169.0567,190.4145,215.6654,1.175707,0.468839,0.001160536,1,-0.04277059,-0.04309398,0.02787694,0.02776246,1,0,5,0,0,0,0,0,0,0,16,36,24,3,0,0,0,0,0,0,0,0,0,0,9,9,9,0,9,9,9,0,0,0,0,0,0,0,40,40,53,13,29,34,33,15,53,40,40,0,0,
796.54,169.0457,190.4145,215.6656,1.217744,0.4866892,0.02108634,1,-0.03335941,-0.03444975,0.01764726,0.01649702,1,0,1,0,0,0,0,0,0,0,18,35,17,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,6,6,6,0,0,0,0,0,0,0,40,40,49,49,25,36,33,52,49,40,40,0,0,
796.56,169.0186,190.4145,215.6661,1.323986,0.5027028,0.0161542,1,-0.02973865,-0.03031604,0.011577,0.01066743,1,0,4,0,0,0,0,0,0,2,20,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,46,46,24,35,23,46,46,40,0,0,0,
796.58,168.9806,190.4145,215.6669,1.451842,0.4916772,-0.01862337,1,-0.02847385,-0.0280662,0.007013551,0.007308878,1,0,4,0,0,0,0,0,0,1,20,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,42,20,35,16,40,40,40,0,0,0,
796.6,168.9671,190.4144,215.6672,1.496874,0.5155755,-0.02209411,1,-0.02878384,-0.02757644,0.005272448,0.005868334,1,0,5,0,0,0,0,0,0,0,17,36,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,60,37,57,40,40,0,0,0,0,
796.62,168.939,190.4144,215.6677,1.584724,0.4932503,0.0004935032,1,-0.02881494,-0.02723489,0.004553547,0.0067724,1,0,5,0,0,0,0,0,0,0,17,37,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,57,36,60,41,40,0,0,0,0,
796.64,168.8833,190.4141,215.6687,1.743916,0.496889,0.01248394,1,-0.02904816,-0.02855373,0.005885476,0.007405739,1,0,2,0,0,0,0,0,0,0,19,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,57,77,62,42,40,0,0,0,0,
796.66,168.8508,190.414,215.6693,1.833607,0.5089982,0.004437504,1,-0.02850457,-0.02904768,0.007147945,0.008650975,1,0,1,0,0,0,0,0,0,1,20,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,59,77,58,40,0,0,0,0,0,
796.68,168.8166,190.4138,215.6699,1.919768,0.482849,0.006732262,1,-0.02775861,-0.02984904,0.009730536,0.009997359,1,0,1,0,0,0,0,0,0,0,20,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,77,57,40,0,0,0,0,0,
796.7,168.7748,190.4135,215.6708,2.021558,0.5051969,-0.005320832,1,-0.02765338,-0.02892184,0.01073422,0.01129563,1,0,3,0,0,0,0,0,0,0,19,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,78,59,0,0,0,0,0,0,
796.72,168.6981,190.413,215.6722,2.197254,0.4850166,-0.006090662,1,-0.02598845,-0.02678856,0.01177416,0.01243082,1,0,3,0,0,0,0,0,0,0,18,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,76,57,0,0,0,0,0,0,
796.74,168.6981,190.413,215.6722,2.197254,0.4850166,-0.006090662,1,-0.02598845,-0.02678856,0.01177416,0.01243082,1,0,3,0,0,0,0,0,0,0,18,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,76,57,0,0,0,0,0,0,
796.76,168.6504,190.4126,215.6731,2.298108,0.4932568,0.00768932,1,-0.02381402,-0.02426948,0.01238783,0.0131625,1,0,1,0,0,0,0,0,0,0,18,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,76,19,0,0,0,0,0,0,
796.78,168.6079,190.4124,215.6739,2.385555,0.4959785,-0.003357484,1,-0.02236416,-0.02239553,0.01225993,0.01237953,0,0,1,0,0,0,0,0,0,0,19,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,76,19,0,0,0,0,0,0,
796.8,168.5563,190.412,215.6748,2.486736,0.4819957,0.006197643,1,-0.02090671,-0.02072885,0.01162927,0.01155439,0,0,1,0,0,0,0,0,0,0,18,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,18,0,0,0,0,0,0,
796.82,168.5104,190.4118,215.6757,2.573216,0.4836802,-0.005061198,1,-0.01872383,-0.01910335,0.01091667,0.01053675,1,0,3,0,0,0,0,0,0,0,19,36,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37,19,0,0,0,0,0,0,
796.84,168.4548,190.4115,215.6768,2.673454,0.4905085,-0.009576721,1,-0.0169074,-0.01708049,0.008357143,0.008345177,1,0,3,0,0,0,0,0,0,0,18,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,19,36,17,0,0,0,0,0,0,
796.86,168.4056,190.4112,215.6777,2.759213,0.4820088,-0.008033656,1,-0.01549022,-0.01535347,0.006414795,0.007050422,1,0,3,0,0,0,0,0,0,0,17,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,18,36,19,0,0,0,0,0,40,
796.88,168.2936,190.4105,215.6797,2.941878,0.4841734,-0.0002502259,1,-0.0124859,-0.01257149,0.003940147,0.004910442,1,0,3,0,0,0,0,0,0,0,17,36,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,17,36,19,0,0,0,0,0,40,
796.9,168.2668,190.4103,215.6802,2.98307,0.4592308,-0.001628883,1,-0.01033062,-0.0107277,0.002709812,0.004061347,1,0,1,0,0,0,0,0,0,0,18,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,17,36,19,0,0,0,0,40,40,
796.92,168.212,190.41,215.6812,3.064294,0.4515512,0.004639724,1,-0.00806167,-0.008653175,0.001905504,0.002907146,1,0,1,0,0,0,0,0,0,0,17,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,18,37,18,0,0,0,0,40,40,
796.94,168.1463,190.4095,215.6824,3.156496,0.4402519,0.01078776,1,-0.005020698,-0.005986151,0.0009374959,0.001417881,1,0,1,0,0,0,0,0,0,0,17,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,17,35,17,0,0,0,0,40,40,
796.96,168.1079,190.4093,215.6832,3.207505,0.4365447,0.0002475176,1,-0.00305519,-0.003599157,-0.0001629344,0.0005232716,1,0,2,0,0,0,0,0,0,1,17,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,0,0,17,34,16,0,0,0,40,40,40,
796.98,168.0193,190.4087,215.6848,3.318635,0.4100892,-0.002934244,1,0.001416467,0.00114619,-0.003010891,-0.001519833,1,0,2,0,0,0,0,0,0,0,16,33,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,0,1,17,32,15,0,0,0,40,40,40,
797,167.9688,190.4084,215.6857,3.378449,0.3993263,0.004045044,1,0.003076689,0.002891306,-0.004571372,-0.0031121,1,0,2,0,0,0,0,0,0,0,15,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,0,0,16,33,16,0,0,40,40,40,40,
797.02,167.8757,190.4077,215.6875,3.48401,0.3932469,-0.0004715985,1,0.007302592,0.006990836,-0.006345265,-0.005007155,1,0,0,0,0,0,0,0,0,0,15,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,15,31,16,0,0,40,40,40,0,
797.04,167.7798,190.4071,215.6893,3.583404,0.3250181,0.001266925,1,0.01034472,0.01063888,-0.007410223,-0.006690898,1,0,0,0,0,0,0,0,0,0,15,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,15,30,14,0,0,40,40,40,0,
797.06,167.7364,190.4067,215.6901,3.62116,0.3101667,-0.006001764,1,0.01245958,0.01230657,-0.007792204,-0.007384284,1,0,0,0,0,0,0,0,0,0,12,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,15,30,15,0,40,40,40,0,0,
797.08,167.6706,190.4062,215.6913,3.674057,0.330733,0.007573518,1,0.01713077,0.01722695,-0.008451818,-0.008210314,1,0,0,0,0,0,0,0,0,0,11,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,12,24,12,0,40,40,40,0,0,
797.1,167.6149,190.4057,215.6924,3.717334,0.278524,-0.001592885,1,0.0202868,0.02031149,-0.009373734,-0.009057121,1,0,1,0,0,0,0,0,0,0,13,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,11,23,12,40,40,40,40,0,0,
797.12,167.5585,190.4052,215.6934,3.776571,0.4720892,-0.002271797,1,0.02397383,0.02313842,-0.01170452,-0.01082056,1,0,5,0,0,0,0,0,0,0,10,21,10,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,40,40,40,13,24,11,40,40,40,0,0,0,
797.14,167.4422,190.4043,215.6956,3.935776,0.5553101,-0.01712752,1,0.02314664,0.02119682,-0.0133675,-0.01215322,1,0,5,0,0,0,0,0,0,0,17,36,18,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,5,5,5,40,40,40,10,21,10,40,40,40,5,5,5,
797.16,167.3943,190.404,215.6965,3.995268,0.4917816,-0.005406641,1,0.01964768,0.01764604,-0.01229064,-0.01113017,1,0,0,0,0,0,0,0,0,0,19,41,23,1,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,5,5,5,0,40,40,57,36,58,40,40,0,5,5,5,
797.18,167.2099,190.4025,215.7,4.156546,0.3217665,0.001585858,1,0.007107981,0.005022455,-0.002222565,-0.001616649,1,0,0,0,0,0,0,0,0,0,18,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,40,40,59,41,63,41,40,0,5,5,5,
797.2,167.2099,190.4025,215.7,4.156546,0.3217665,0.001585858,1,0.007107981,0.005022455,-0.002222565,-0.001616649,1,0,0,0,0,0,0,0,0,0,12,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,58,77,59,40,40,0,0,0,0,
797.22,167.1723,190.4022,215.7006,4.18503,0.3255758,0.0002575731,1,0.003221604,0.001021334,0.0006245063,0.00113269,1,0,2,0,0,0,0,0,0,0,12,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,64,52,40,0,0,0,0,0,
797.24,167.0316,190.401,215.7033,4.310835,0.4280432,-0.001925458,1,0.0005261612,-0.0005077946,0.002034817,0.002163556,1,0,2,0,0,0,0,0,0,0,12,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,52,64,52,40,0,0,0,0,0,
797.26,166.9662,190.4005,215.7045,4.374697,0.4358651,-0.005203001,1,-0.001343653,-0.001962117,0.004858171,0.004906011,1,0,2,0,0,0,0,0,0,0,16,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,65,52,0,0,0,0,0,0,
797.28,166.8326,190.3994,215.707,4.498474,0.4111141,-0.005057069,1,0.0001247972,-0.000266076,0.003996785,0.004533283,1,0,2,0,0,0,0,0,0,0,16,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,72,56,0,0,0,0,0,0,
797.3,166.7644,190.3988,215.7082,4.555699,0.385484,0.006207559,1,0.003885697,0.004121997,-0.001064557,-6.354907E-05,1,0,0,0,0,0,0,0,0,0,15,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,73,57,0,0,0,0,0,0,
797.32,166.6954,190.3983,215.7095,4.612072,0.3916455,5.851965E-06,1,0.0034332,0.004086023,-0.001096339,-0.0005653473,1,0,1,0,0,0,0,0,0,0,15,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,71,16,0,0,0,0,0,0,
797.34,166.5691,190.3974,215.7118,4.715625,0.3910768,-0.003273762,1,0.001435113,0.002538603,-0.0005051786,0.0003148236,0,0,1,0,0,0,0,0,0,0,15,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,69,14,0,0,0,0,0,0,
797.36,166.512,190.3969,215.7129,4.763608,0.4113374,0.00168812,1,-0.0002060575,0.001143928,0.001155593,0.001132112,0,0,2,0,0,0,0,0,0,0,14,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,15,0,0,0,0,0,0,
797.38,166.4398,190.3964,215.7142,4.824188,0.4113662,-0.000392566,1,-0.001714521,-3.370501E-05,0.002104079,0.001078472,1,0,2,0,0,0,0,0,0,0,15,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,15,0,0,0,0,0,0,
