13,36,27,3,0,0,0,0,0,0,0,0,0,0,0,0
14,37,30,5,0,0,0,0,0,0,0,0,0,0,0,0
14,40,30,4,0,0,0,0,0,0,0,0,0,0,0,0
14,40,30,4,0,0,0,0,0,0,0,0,0,0,0,0
15,40,30,4,0,0,0,0,0,0,0,0,0,0,0,0
17,40,30,3,0,0,0,0,0,0,0,0,0,0,0,0
14,40,31,5,0,0,0,0,0,0,0,0,0,0,0,0
14,40,31,5,0,0,0,0,0,0,0,0,0,0,0,0
17,40,27,1,0,0,0,0,0,0,0,0,0,0,0,0
18,40,27,1,0,0,0,0,0,0,0,0,0,0,0,0
18,40,27,1,0,0,0,0,0,0,0,0,0,0,0,0
17,40,28,1,0,0,0,0,0,0,0,0,0,0,0,0
17,40,28,1,0,0,0,0,0,0,0,0,0,0,0,0
18,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0
22,40,22,0,0,0,0,0,0,0,0,0,0,0,0,2
21,40,22,0,0,0,0,0,0,0,0,0,0,0,0,1
20,40,22,0,0,0,0,0,0,0,0,0,0,0,0,1
22,40,22,0,0,0,0,0,0,0,0,0,0,0,0,2
24,36,16,0,0,0,0,0,0,0,0,0,0,0,0,5
26,38,17,0,0,0,0,0,0,0,0,0,0,0,0,6
26,38,17,0,0,0,0,0,0,0,0,0,0,0,0,6
23,39,19,0,0,0,0,0,0,0,0,0,0,0,0,3
25,40,20,0,0,0,0,0,0,0,0,0,0,0,0,4
25,40,20,0,0,0,0,0,0,0,0,0,0,0,0,4
23,40,20,0,0,0,0,0,0,0,0,0,0,0,0,3
26,36,16,0,0,0,0,0,0,0,0,0,0,0,0,6
26,36,16,0,0,0,0,0,0,0,0,0,0,0,0,6
24,36,16,0,0,0,0,0,0,0,0,0,0,0,0,5
24,37,17,0,0,0,0,0,0,0,0,0,0,0,0,5
23,40,20,0,0,0,0,0,0,0,0,0,0,0,0,3
24,38,18,0,0,0,0,0,0,0,0,0,0,0,0,4
24,38,18,0,0,0,0,0,0,0,0,0,0,0,0,4
23,36,17,0,0,0,0,0,0,0,0,0,0,0,0,4
23,36,16,0,0,0,0,0,0,0,0,0,0,0,0,4
23,36,16,0,0,0,0,0,0,0,0,0,0,0,0,5
24,35,15,0,0,0,0,0,0,0,0,0,0,0,0,5
22,37,19,0,0,0,0,0,0,0,0,0,0,0,0,3
22,37,19,0,0,0,0,0,0,0,0,0,0,0,0,3
22,36,17,0,0,0,0,0,0,0,0,0,0,0,0,4
21,39,20,0,0,0,0,0,0,0,0,0,0,0,0,2
23,32,14,0,0,0,0,0,0,0,0,0,0,0,0,5
23,32,14,0,0,0,0,0,0,0,0,0,0,0,0,5
22,34,15,0,0,0,0,0,0,0,0,0,0,0,0,5
22,38,19,0,0,0,0,0,0,0,0,0,0,0,0,3
18,37,20,0,0,0,0,0,0,0,0,0,0,0,0,1
18,37,20,0,0,0,0,0,0,0,0,0,0,0,0,1
18,36,19,0,0,0,0,0,0,0,0,0,0,0,0,1
19,40,21,0,0,0,0,0,0,0,0,0,0,0,0,1
19,40,21,0,0,0,0,0,0,0,0,0,0,0,0,1
20,40,22,0,0,0,0,0,0,0,0,0,0,0,0,1
20,35,17,0,0,0,0,0,0,0,0,0,0,0,0,3
18,34,17,0,0,0,0,0,0,0,0,0,0,0,0,2
18,34,17,0,0,0,0,0,0,0,0,0,0,0,0,2
12,34,25,3,0,0,0,0,0,0,0,0,0,0,0,0
18,33,17,0,0,0,0,0,0,0,0,0,0,0,0,2
18,33,16,0,0,0,0,0,0,0,0,0,0,0,0,2
20,36,19,0,0,0,0,0,0,0,0,0,0,0,0,2
20,37,19,0,0,0,0,0,0,0,0,0,0,0,0,2
18,35,18,0,0,0,0,0,0,0,0,0,0,0,0,2
18,35,18,0,0,0,0,0,0,0,0,0,0,0,0,2
17,34,18,0,0,0,0,0,0,0,0,0,0,0,0,1
20,32,15,0,0,0,0,0,0,0,0,0,0,0,0,3
20,33,16,0,0,0,0,0,0,0,0,0,0,0,0,3
20,33,16,0,0,0,0,0,0,0,0,0,0,0,0,3
19,31,15,0,0,0,0,0,0,0,0,0,0,0,0,3
19,34,17,0,0,0,0,0,0,0,0,0,0,0,0,2
19,34,17,0,0,0,0,0,0,0,0,0,0,0,0,2
17,29,14,0,0,0,0,0,0,0,0,0,0,0,0,2
19,30,15,0,0,0,0,0,0,0,0,0,0,0,0,3
19,30,15,0,0,0,0,0,0,0,0,0,0,0,0,3
18,28,14,0,0,0,0,0,0,0,0,0,0,0,0,3
20,29,13,0,0,0,0,0,0,0,0,0,0,0,0,5
21,26,11,0,0,0,0,0,0,0,0,0,0,0,0,5
20,27,11,0,0,0,0,0,0,0,0,0,0,0,0,5
20,27,11,0,0,0,0,0,0,0,0,0,0,0,0,5
22,25,9,0,0,0,0,0,0,0,0,0,0,0,0,6
22,26,10,0,0,0,0,0,0,0,0,0,0,0,0,6
22,23,7,0,0,0,0,0,0,0,0,0,0,0,0,7
20,24,8,0,0,0,0,0,0,0,0,0,0,0,0,6
20,24,9,0,0,0,0,0,0,0,0,0,0,0,0,6
23,23,6,0,0,0,0,0,0,0,0,0,0,0,0,8
22,23,7,0,0,0,0,0,0,0,0,0,0,0,0,7
20,21,6,0,0,0,0,0,0,0,0,0,0,0,0,6
23,24,7,0,0,0,0,0,0,0,0,0,0,0,0,7
23,24,7,0,0,0,0,0,0,0,0,0,0,0,0,7
23,20,5,0,0,0,0,0,0,0,0,0,0,0,0,8
39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17
39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17
39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,17
32,22,2,0,0,0,0,0,0,0,0,0,0,0,0,14
25,16,1,0,0,0,0,0,0,0,0,0,0,0,0,10
19,13,1,0,0,0,0,0,0,0,0,0,0,0,0,7
17,12,1,0,0,0,0,0,0,0,0,0,0,0,0,7
20,11,0,0,0,0,0,0,0,0,0,0,0,0,1,10
20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10
20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10
18,12,1,0,0,0,0,0,0,0,0,0,0,0,0,7
19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8
18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8
