0,0,0,0,0,0,0,19,38,19,0,0,0,0,0,0
0,0,0,0,0,0,0,17,36,20,1,0,0,0,0,0
0,0,0,0,0,0,0,18,37,20,0,0,0,0,0,0
0,0,0,0,0,0,0,17,36,20,1,0,0,0,0,0
0,0,0,0,0,0,0,18,37,20,1,0,0,0,0,0
0,0,0,0,0,0,0,19,38,18,0,0,0,0,0,0
0,0,0,0,0,0,0,18,37,19,0,0,0,0,0,0
0,0,0,0,0,0,0,18,37,19,0,0,0,0,0,0
0,0,0,0,0,0,0,19,38,20,0,0,0,0,0,0
0,0,0,0,0,0,0,19,38,19,0,0,0,0,0,0
0,0,0,0,0,0,0,18,38,19,0,0,0,0,0,0
0,0,0,0,0,0,0,20,38,19,0,0,0,0,0,0
0,0,0,0,0,0,0,19,39,19,0,0,0,0,0,0
0,0,0,0,0,0,0,20,38,18,0,0,0,0,0,0
0,0,0,0,0,0,1,21,40,19,0,0,0,0,0,0
0,0,0,0,0,0,0,19,39,20,0,0,0,0,0,0
0,0,0,0,0,0,0,20,41,21,0,0,0,0,0,0
0,0,0,0,0,0,0,20,41,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,41,20,0,0,0,0,0,0
0,0,0,0,0,0,0,19,39,21,1,0,0,0,0,0
0,0,0,0,0,0,0,21,41,20,0,0,0,0,0,0
0,0,0,0,0,0,0,21,41,20,0,0,0,0,0,0
0,0,0,0,0,0,0,22,41,20,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,43,21,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,44,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,45,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,45,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,45,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,42,20,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,23,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,22,43,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,22,43,21,0,0,0,0,0,0
0,0,0,0,0,0,0,20,42,23,1,0,0,0,0,0
0,0,0,0,0,0,0,21,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,22,44,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,20,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,23,1,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,21,0,0,0,0,0,0
0,0,0,0,0,0,0,20,42,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,42,22,0,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,20,42,23,1,0,0,0,0,0
0,0,0,0,0,0,0,21,43,22,0,0,0,0,0,0
0,0,0,0,0,0,0,20,41,23,1,0,0,0,0,0
0,0,0,0,0,0,0,20,42,23,1,0,0,0,0,0
0,0,0,0,0,0,0,21,44,23,0,0,0,0,0,0
0,0,0,0,0,0,0,20,42,24,1,0,0,0,0,0
0,0,0,0,0,0,0,19,41,24,2,0,0,0,0,0
0,0,0,0,0,0,0,19,40,23,2,0,0,0,0,0
0,0,0,0,0,0,0,16,38,26,4,0,0,0,0,0
0,0,0,0,0,0,0,15,36,26,5,0,0,0,0,0
0,0,0,0,0,0,0,10,31,32,11,0,0,0,0,0
0,0,0,0,0,0,0,1,24,43,21,0,0,0,0,0
0,0,0,0,0,0,0,0,15,39,32,8,0,0,0,0
0,0,0,0,0,0,0,0,10,41,43,19,0,0,0,0
0,0,0,0,0,0,0,0,5,39,53,28,0,8,8,8
0,0,0,0,0,0,0,0,5,43,57,32,0,13,13,13
0,0,0,0,0,0,0,0,19,58,41,19,0,19,19,19
0,0,0,0,0,0,0,4,26,55,33,17,0,21,21,21
0,0,0,0,0,0,0,7,28,49,28,14,0,19,19,19
0,0,0,0,0,0,0,4,26,50,27,9,0,14,14,14
0,0,0,0,0,0,0,2,25,42,20,0,0,7,7,7
0,11,11,11,0,8,8,12,27,40,18,0,0,0,0,0
0,14,14,14,0,11,11,16,27,38,16,0,0,0,0,0
0,14,14,14,0,13,13,20,28,35,14,0,0,0,0,0
0,14,14,14,0,13,13,20,28,35,14,0,0,0,0,0
0,13,13,13,0,13,13,22,31,32,11,0,0,0,0,0
0,10,10,10,0,10,10,22,33,28,7,0,0,0,0,0
0,7,7,7,0,7,7,19,32,26,6,0,0,0,0,0
0,5,5,5,0,5,5,19,35,26,6,0,0,0,0,0
0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0
0,18,18,18,0,0,0,0,0,0,0,0,0,12,12,12
0,18,18,18,0,0,0,0,0,0,0,0,0,12,12,12
0,24,24,24,0,0,0,0,0,0,0,0,0,19,19,19
0,30,30,30,0,0,0,0,0,0,0,0,0,26,26,26
